Gene_ID	1021_a	1021_b	1021_c
SMc01805	56.01514734	60.87203622	42.90445733
SMc01806	370.688475	389.5810318	346.3002627
SMc01807	184.5204853	180.8769076	178.7685722
SMc01808	848.4647317	961.7781722	1107.343613
SMc01809	1632.676794	1670.502594	1734.565918
SMc01810	734.7869327	584.3715477	583.2963127
SMc04433	0	0.869600517	0
SMc01811	37.89259967	26.95761604	18.38762457
SMc01812	904.479879	905.2541386	764.1079543
SMc01813	546.9714387	580.8931456	587.3824515
SMc04448	308.0833103	306.9689826	318.7188259
SMc01903	5449.944335	4724.539611	5176.116316
SMc01904	9805.945792	9137.762236	8665.678845
SMc01905	16804.5442	15238.00987	14790.8009
SMc01906	8812.500679	8556.869091	9310.26724
SMc01907	14018.61437	17803.33139	18906.5642
SMc01908	891.2998444	844.3821024	693.6220601
SMc01909	586.5115427	689.5932103	641.5237905
SMc01910	1484.401404	1644.414578	2089.038458
SMc01911	518.963865	516.5427073	706.9020112
SMc01938	31.30258233	48.69762897	38.81831853
SMc01936	453.0636917	436.5394597	560.8225493
SMc01937	225.7080937	209.5737247	254.3621399
SMc01912	1968.767678	1849.6403	1769.298097
SMc01913	3240.641024	3346.222791	3587.62986
SMc01914	3369.146362	3445.35725	3275.040243
SMc01915	6021.628339	6241.122913	6215.017104
SMc01916	1082.410347	1017.432605	918.3596937
SMc01917	3856.807645	3687.975794	3981.942254
SMc01918	6547.182221	6753.317618	7119.075312
SMc01919	2215.893328	2390.531822	2712.174624
SMc01920	7644.420107	8059.457595	8525.728592
SMc01921	3622.862029	3607.972547	3346.547671
SMc01922	1968.767678	1894.859527	2141.136728
SMc01923	1631.02929	1486.147284	1383.157981
SMc01924	1581.60416	1448.754462	1225.841638
SMc01925	8161.736468	8632.524336	7610.433502
SMc01926	6349.481701	6389.824602	5712.422033
SMc01927	5690.479968	5655.881765	5927.965854
SMc01928	1400.378683	1507.017697	1773.384236
SMc01929	4197.841042	3888.853514	4187.270728
