Gene_ID	1021_a	1021_b	1021_c
SMa5034	375.630988	377.4066245	342.2141239
SMa2373	0	0	0
SMa2375	0	0	0
SMa2377	345.97591	331.3177971	263.5559521
SMa2379	4143.473399	4131.472058	3298.535541
SMa2381	197.70052	192.1817143	198.1777315
SMa2383	130.1528423	132.1792786	144.0363925
SMa2385	286.665754	289.5769723	328.9341728
SMa2387	77.43270367	89.56885329	81.72277586
SMa2389	23.06506067	27.82721656	49.03366552
SMa2391	225.7080937	219.1393304	234.9529806
SMa5039	135.0953553	100.0040595	99.08886573
SMa2393	919.307418	872.2093189	892.8213263
SMa2395	1044.517747	926.9941515	868.3044935
