gene	Plus_NusA_1	Plus_NusA_2	Plus_NusA_3	Plus_NusA_4	Plus_NusA_5	Plus_NusA_6
BSU05970	1347	974	1275	887	1065	810
BSU05980	865	654	768	555	678	563
BSU05990	2454	1915	2240	1645	1919	1795
BSU06000	402	281	272	317	377	409
BSU06010	1075	562	870	935	1164	996
BSU06020	3379	2278	2123	3294	4471	3786
BSU06030	29489	25299	20046	27182	35436	26097
BSU06040	59	55	45	94	72	73
BSU06048	35	23	28	30	36	36
BSU06060	1452	747	1248	877	1264	1005
BSU06070	2572	1419	1922	1802	2330	1745
BSU06090	1644	844	1179	1200	1809	1492
BSU06100	1314	537	878	875	1777	1209
BSU06110	1936	672	1267	1016	2661	1520
BSU06120	83	31	50	51	78	66
BSU06130	82	45	43	67	83	90
BSU06140	1062	784	786	943	980	884
BSU06150	93	95	94	103	82	92
BSU06160	79	79	140	72	81	96
BSU06170	3655	2978	2870	3825	3881	2869
BSU06180	1779	1031	1212	1307	1301	1215
BSU06190	3516	2185	2558	2863	2894	2359
BSU06200	2475	1428	1876	2155	2217	1792
BSU06210	3863	2069	2708	2989	3393	2810
BSU06220	76	82	71	62	82	67
BSU06230	84	59	74	71	65	68
BSU06240	42505	29590	26756	33628	38324	31694
BSU06250	1383	748	756	747	684	549
BSU06260	909	467	563	579	598	447
BSU06269	217	58	76	200	282	379
BSU06270	2458	1516	1493	2093	1675	1660
BSU06280	1113	661	933	798	812	646
BSU06290	863	484	469	742	794	699
BSU06300	159	89	119	134	111	72
BSU06310	1575	1168	1241	1582	1685	1206
BSU06319	8	4	7	3	6	5
BSU06320	220	223	197	188	231	180
BSU06330	761	461	619	590	596	434
BSU06340	904	619	741	735	636	509
BSU06350	1508	1010	1422	1119	1167	1020
BSU06360	14036	11413	12301	11472	12803	9331
BSU_misc_RNA_9	143	138	214	237	193	332
BSU06370	5473	3617	5312	4244	3779	2737
BSU06380	623	363	444	479	529	495
BSU06390	72	59	54	222	176	228
BSU06400	198	119	167	157	141	134
BSU06410	105	94	92	53	62	61
BSU_misc_RNA_10	685	721	850	809	542	995
BSU06420	2928	2536	2919	2129	1425	1007
BSU06430	8259	5646	6675	5396	4050	2778
BSU06440	11379	8201	9975	7811	8013	5969
BSU06450	6191	3876	5326	4251	4824	3611
BSU06460	2169	1663	1723	1334	1590	1229
BSU06470	6523	5175	5884	4418	4314	3610
BSU06480	17223	12817	13769	13146	13542	11218
BSU06490	16456	11904	12477	13424	13603	11082
BSU06500	6882	5203	6271	5084	4898	3993
BSU06510	4398	3042	3392	2819	3198	2658
BSU06520	14704	10901	11954	11165	10843	8673
BSU06530	14466	11957	13608	12034	12008	9960
BSU06540	297	290	209	307	243	283
BSU06550	109	99	86	102	133	115
BSU06559	10	3	2	4	9	4
BSU06560	749	645	780	1345	1294	1280
BSU06570	8360	6437	6821	6047	5562	4954
BSU06580	2472	2028	2069	1712	1804	1699
BSU06590	173	212	205	146	143	193
BSU06600	322	214	295	252	206	162
BSU06610	1707	1261	1331	1343	1276	1043
BSU06620	2396	2009	2158	1860	1907	1727
BSU06630	2018	1388	1404	1523	1693	1481
BSU06640	5090	3273	3569	4025	4317	3606
BSU06650	414	308	316	430	345	317
BSU06660	2566	1881	1967	1503	1424	1245
BSU06670	2476	1857	2099	2316	2732	2441
BSU06680	13307	9175	11355	10571	10730	7872
BSU06690	15626	13127	14737	13442	13795	10976
BSU06700	584	424	380	411	481	396
BSU06710	21328	15255	17421	15711	17349	12397
BSU06720	3398	2793	2556	2122	2007	1674
BSU06730	1298	1059	1182	794	795	614
BSU06740	136	73	94	69	118	69
BSU06750	50	38	54	34	32	39
BSU06760	409	175	240	258	502	359
BSU06770	469	157	350	318	597	472
BSU06780	519	214	334	354	625	530
BSU06790	96	37	42	44	91	60
BSU06800	69	33	40	37	73	26
BSU06811	476	140	197	219	567	424
BSU06812	1623	1057	1178	1324	1394	1205
BSU06820	19	16	39	19	18	18
BSU06830	4094	2231	2486	2903	4175	2945
BSU06839	459	261	245	264	496	335
BSU06840	1881	1471	1616	1642	1631	1404
BSU06850	36	40	44	39	25	35
BSU06860	1075	708	660	824	844	754
BSU06870	59	42	53	28	33	28
BSU06880	185	154	162	147	125	173
BSU06890	9	8	3	4	0	5
BSU06900	4	3	10	5	4	4
BSU06910	5	8	24	9	5	9
BSU06920	789	739	660	920	762	700
BSU06930	23	28	27	19	23	25
BSU06940	19	26	24	23	20	38
BSU06950	63	62	137	76	63	84
BSU06960	29	50	47	61	31	59
BSU06970	10	20	28	26	29	29
BSU06980	16	19	20	16	11	13
BSU06990	19	21	32	23	12	20
BSU07000	31	42	55	37	28	30
BSU07010	57	52	62	67	41	61
BSU07020	6	13	15	18	7	16
BSU07030	11	21	24	8	4	14
BSU07040	10	5	11	9	6	18
BSU07050	15	21	29	22	15	19
BSU07060	12	25	40	37	23	30
BSU07070	16	12	23	21	11	18
BSU07080	64	57	107	75	58	64
BSU07090	81	95	117	75	71	108
BSU07100	20	26	37	32	28	36
BSU07110	14	30	25	32	21	26
BSU07120	51	60	40	37	43	31
BSU07130	379	360	419	317	236	242
BSU07140	257	134	214	191	209	159
BSU07150	6709	4197	4349	8255	8027	8614
BSU07160	346	248	278	287	310	276
BSU07190	22	6	19	20	24	22
BSU07200	4927	3228	3296	5256	5559	5423
BSU07210	1001	651	770	941	832	725
BSU07220	161	109	124	109	145	134
BSU07230	54	46	81	64	41	45
BSU07240	373	238	303	259	219	233
BSU07250	76	116	174	134	84	160
BSU07260	10146	6424	7535	7381	9913	7009
BSU07270	7	13	25	9	6	18
BSU07280	14	37	46	29	24	33
BSU07290	24	20	26	26	18	14
BSU07300	97	52	43	65	64	71
BSU07310	246	155	193	162	155	137
BSU07320	2358	2010	1942	2091	2118	1745
BSU07330	920	555	507	820	781	800
BSU07340	744	671	647	680	655	514
BSU07350	14037	10920	12002	13917	13399	10810
BSU07360	9870	7620	6896	9794	9730	8313
BSU07370	2957	2433	2372	2466	2344	1928
BSU07380	516	298	375	1311	756	871
BSU07390	348	289	258	290	275	211
BSU07400	120	149	111	126	105	124
BSU07410	0	1	2	1	2	2
BSU07420	2173	1817	2067	1583	1463	1339
BSU07430	1130	981	1129	913	677	595
BSU07440	479	335	280	437	351	331
BSU07450	1841	1516	1423	1406	1704	1175
BSU07460	448	171	248	216	467	262
BSU07480	4962	1905	2815	2927	5569	3482
BSU07490	3055	2160	2363	2330	2251	2019
BSU07500	2333	1855	1940	1517	1485	1110
BSU07510	1802	1254	1512	1204	1216	837
BSU07520	10834	6686	7952	8333	9032	6843
BSU07530	107	66	89	114	107	120
BSU07540	20	9	9	14	18	13
BSU07550	32	38	47	38	48	96
BSU07560	31835	19612	23407	23878	27781	18232
BSU07570	679	381	412	456	592	460
BSU07580	624	511	677	523	447	462
BSU07590	235	183	191	209	187	125
BSU07600	409	311	312	260	294	249
BSU07610	440	429	498	355	337	295
BSU07620	355	349	356	230	221	272
BSU07630	1023	778	811	804	732	508
BSU07640	443	264	401	402	323	270
BSU07650	791	687	608	753	642	514
BSU07660	162	101	105	150	174	173
BSU07670	199	78	48	169	178	198
BSU07680	631	469	381	503	570	434
BSU07690	1835	1447	1440	1634	1469	1159
BSU07700	1334	1030	1102	1244	1418	1237
BSU07710	7831	5563	6767	5305	7799	5571
BSU07720	1	3	6	4	4	2
BSU07735	272	173	227	235	312	281
BSU07750	142	73	118	79	105	226
BSU07760	168	700	1196	379	233	536
BSU07770	8	7	4	7	5	5
BSU07780	40	40	65	37	35	51
BSU07790	29	33	32	46	16	42
BSU07800	81	124	189	156	97	179
BSU07810	44	54	88	65	59	53
BSU07820	1520	1140	1122	1171	1168	1055
BSU07830	914	620	666	733	876	780
BSU07840	1117	808	987	1052	842	890
BSU07850	70	47	57	91	97	163
BSU07860	902	688	738	702	719	738
BSU07870	518	362	407	477	401	445
BSU07880	119	104	75	101	131	128
BSU07890	153	114	118	129	110	119
BSU07900	290	246	325	247	250	257
BSU07910	608	498	537	610	498	466
BSU07920	26	37	55	36	51	79
BSU07930	121	83	71	104	77	106
BSU07940	1177	1191	977	1041	933	984
BSU07955	1303	1084	1067	987	906	711
BSU07970	241	126	133	243	165	196
BSU07980	105	105	113	75	73	62
BSU07990	850	527	520	832	755	712
BSU08000	946	617	747	750	818	645
BSU08010	575	465	495	477	327	346
BSU08020	2079	1760	1691	1342	1183	991
BSU08029	157	58	135	92	174	123
BSU08030	925	674	730	594	580	508
BSU08040	340	230	255	352	257	265
BSU08050	339	257	227	322	335	221
BSU08060	8	9	13	8	6	15
BSU08070	20	25	42	25	13	27
BSU08080	63	69	53	52	50	53
BSU08090	121	178	231	175	118	238
BSU08100	282	327	303	269	261	183
BSU08110	62	21	47	46	34	31
BSU08120	155	145	157	140	138	154
BSU08130	111	107	92	76	96	96
BSU08140	154	68	102	83	97	89
BSU08150	136	85	125	153	123	109
BSU08160	95	77	86	136	84	113
BSU08170	12	12	25	17	5	20
BSU08180	211	207	260	182	173	160
BSU08190	135	89	139	128	118	143
BSU08200	118	146	170	118	135	116
BSU08210	255	227	265	244	159	218
BSU08220	436	360	425	424	339	317
BSU08230	77	47	56	65	68	54
BSU08240	332	233	333	279	150	162
BSU08250	70	50	72	87	78	90
BSU08260	70	82	152	128	83	110
BSU08270	62	39	49	38	43	42
BSU08280	60	83	67	68	57	73
BSU08290	656	444	567	552	593	410
BSU08300	593	475	574	506	493	403
BSU08310	13	25	22	16	8	21
BSU08320	30	38	63	32	34	37
BSU08330	86	94	111	111	86	106
BSU08340	892	760	510	746	656	585
BSU08350	449	266	301	361	482	355
BSU08360	161	119	124	137	109	108
BSU08370	437	280	347	379	341	283
BSU08380	110	72	102	102	95	86
BSU08390	778	565	622	820	671	536
BSU08400	367	325	328	325	331	326
BSU08410	212	156	135	237	170	201
BSU08425	3649	2541	3170	2694	3018	2183
BSU08440	12925	8491	10313	11313	9756	8126
BSU08450	2363	1868	2155	1953	1817	1416
BSU08460	2968	2436	2702	2453	2246	1876
BSU08470	2582	1985	1865	2447	2193	1747
BSU08480	21229	14326	11715	18795	21585	20516
BSU08490	329	287	160	231	311	276
BSU08500	49	17	15	27	40	38
BSU08510	429	380	479	318	324	330
BSU08520	1367	908	974	1112	1065	826
BSU08530	805	583	717	717	642	615
BSU08540	264	215	200	213	205	194
BSU08550	10	8	12	16	12	8
BSU08560	269	186	147	305	325	367
BSU08570	40	64	53	59	135	321
BSU08580	216	171	158	192	207	209
BSU08590	712	647	699	648	624	607
BSU08600	459	285	327	373	441	556
BSU08610	805	649	954	592	672	653
BSU08620	913	654	772	832	639	734
BSU08630	1269	913	1136	1075	1018	878
BSU08640	478	439	484	500	465	648
BSU08650	2299	1445	1449	1667	1627	1331
BSU08660	1014	785	722	878	957	933
BSU08670	37	17	14	28	24	19
BSU08680	1655	1045	1287	1323	1415	1197
BSU08690	1313	942	1125	885	879	660
BSU08700	962	593	664	639	756	625
BSU08710	2749	1702	1823	2239	2184	1833
BSU08720	1147	771	790	836	887	615
BSU08730	3980	3280	2739	4572	4572	4682
BSU08740	642	300	339	488	843	790
BSU08750	1136	595	870	636	774	612
BSU_rRNA_22	656	312	288	228	232	277
BSU_rRNA_17	748	274	326	285	342	323
BSU_rRNA_18	28	41	41	48	23	85
BSU_tRNA_29	2499	4323	3629	3007	1409	2622
BSU_tRNA_30	10155	22535	34932	43830	17538	45526
BSU_tRNA_31	1521	2249	3004	3806	2360	5128
BSU_tRNA_32	4166	3242	3113	4709	2377	4479
BSU_tRNA_33	9431	15611	16982	9164	5456	8198
BSU_tRNA_34	10069	20417	35181	27628	11091	23935
BSU_tRNA_35	5124	8698	13163	11088	4803	10372
BSU_tRNA_36	2653	3409	3459	2363	1407	2205
BSU_tRNA_37	4095	5182	8305	10908	5441	11016
BSU_tRNA_38	13543	22964	46465	62778	19455	51273
BSU_tRNA_39	4791	7332	11535	13721	5582	13543
BSU_tRNA_40	2107	1497	1463	1514	1133	1497
BSU_tRNA_41	5215	2939	2600	5590	3104	4490
BSU_tRNA_42	7565	8256	13279	19452	6857	15608
BSU_tRNA_43	11861	16728	21776	20356	9592	18061
BSU_tRNA_44	11934	30785	54057	59770	18586	52264
BSU08760	4310	3021	3177	3716	4026	3477
BSU08770	70	75	89	43	19	31
BSU08779	28	23	8	17	35	26
BSU08780	567	367	395	511	527	416
BSU_misc_RNA_11	1864	2471	3364	2427	1704	3224
BSU08790	42094	33316	34991	34057	29297	26544
BSU08800	1361	1027	1141	919	815	693
BSU08810	11	12	10	10	14	10
BSU08820	1750	1471	1102	2124	2262	1855
BSU08830	4	9	16	10	5	13
BSU08840	3	8	14	10	3	11
BSU08850	15	13	20	12	4	16
BSU08860	13	24	27	22	13	20
BSU08870	119	75	71	80	97	99
BSU08880	24	29	38	44	34	73
BSU08890	360	247	271	457	439	417
BSU08899	229	223	161	294	258	264
BSU_tRNA_82	19882	55814	104272	101912	48469	122428
BSU08900	395	291	242	398	371	349
BSU08910	303	307	205	182	181	165
BSU08920	52	58	78	56	30	56
BSU08930	1216	683	573	1129	1370	1092
BSU08940	82	89	105	86	108	80
BSU08950	156	142	182	144	138	85
BSU08960	271	199	209	241	242	178
BSU08970	43	70	81	59	49	60
BSU08980	76	84	91	87	77	75
BSU08990	140	91	73	127	132	104
BSU09000	247	132	142	153	215	159
BSU09010	509	348	440	435	549	391
BSU09020	315	206	258	262	284	219
BSU09030	188	122	140	206	152	160
BSU09040	9	8	11	10	13	9
BSU09050	198	116	205	174	134	146
BSU09060	237	118	178	130	155	110
BSU09070	403	277	343	240	306	256
BSU09080	632	419	535	456	492	463
BSU09090	817	453	515	614	813	680
BSU09100	31703	19098	21110	38004	45578	46935
BSU09110	2525	1540	1629	2048	1668	1634
BSU09120	949	594	860	671	748	534
BSU09130	4114	2923	3486	2514	3139	2678
BSU09140	49	34	43	36	39	45
BSU09150	183	117	60	118	179	161
BSU09165	50	148	249	128	101	209
BSU09180	44	38	43	31	61	64
BSU09190	786	815	1022	801	658	789
BSU09200	238	162	241	218	206	201
BSU09210	187	157	139	193	147	137
BSU09220	67	32	17	63	49	79
BSU09230	116	98	90	110	102	139
BSU09240	193	226	175	239	173	144
BSU09250	884	692	646	837	952	747
BSU09260	2065	1688	1779	1725	1488	1301
BSU09270	965	696	826	703	757	605
BSU09280	456	436	460	278	276	227
BSU09290	1367	1370	1429	1059	1050	962
BSU09300	281	245	292	254	252	289
BSU09310	5200	3982	3989	4488	4538	3546
BSU09320	859	685	649	680	508	393
BSU09330	636	435	458	446	404	379
BSU09340	472	379	453	330	415	341
BSU09350	61	26	30	39	41	42
BSU09360	93	59	50	83	103	96
BSU09370	9510	6547	5726	10771	11285	10632
BSU09380	1917	1053	1505	1653	1540	1510
BSU09390	49	75	94	77	71	105
BSU09400	77	84	70	86	54	80
BSU09410	173	120	160	160	163	139
BSU09420	1638	1028	970	1280	1326	1287
BSU09430	229	198	156	211	181	186
BSU09440	296	275	199	264	322	245
BSU09450	413	294	281	378	330	282
BSU09460	266	168	177	474	289	229
BSU09470	1430	947	1291	1126	1125	943
BSU09480	619	498	403	488	504	387
BSU09490	327	181	167	238	240	269
BSU09500	328	279	310	237	271	240
BSU09510	1688	1291	1586	1334	1362	987
BSU09520	445	255	356	306	296	262
BSU09530	62	49	53	64	142	428
BSU09540	2581	2145	2584	1881	1898	2103
BSU09550	5303	3708	4168	3972	4527	3766
BSU09560	1523	1258	1511	1275	1146	1166
BSU09570	1463	1227	1184	1409	1173	968
BSU09590	6184	4303	4754	4596	3955	3769
BSU09600	448	287	267	351	349	306
BSU09610	577	442	386	492	421	356
BSU09620	1311	1132	1191	1315	1029	939
BSU09630	199	175	169	246	230	302
BSU09640	464	305	383	285	300	279
BSU09650	608	511	550	539	589	468
BSU09660	7580	4833	4741	5090	4813	3749
BSU09670	3158	1973	1984	2707	2757	2205
BSU09680	1007	723	1040	444	506	460
BSU09690	17	19	40	46	96	166
BSU09700	963	1095	905	1361	810	1981
BSU09710	3718	2271	2822	2936	2824	2291
BSU09720	5951	4041	4469	3973	4427	3458
BSU09730	501	370	312	480	418	404
BSU09740	4	4	10	7	7	5
BSU09750	33	20	26	38	37	47
BSU09760	164	110	166	221	199	249
BSU09770	78	72	94	72	60	65
BSU09780	35	26	41	43	56	21
BSU09790	642	442	534	477	489	398
BSU09800	1986	984	1033	2083	2548	2401
BSU09810	615	297	342	443	545	383
BSU09830	342	305	377	191	219	168
BSU09840	1577	931	1097	1033	1152	905
BSU09850	309	274	290	236	251	240
BSU09860	120	93	121	122	105	113
BSU09870	220	146	129	249	166	223
BSU09880	68	83	110	90	85	110
BSU09889	36	32	15	37	43	46
BSU09890	1412	890	956	947	998	802
BSU09900	3390	2765	2983	3435	3455	2799
BSU09910	550	437	399	540	466	428
BSU09920	1342	960	973	1035	1036	825
BSU09930	2332	1504	1604	2107	2060	1593
BSU09940	14	10	14	10	27	27
BSU09950	8275	4162	4468	7005	7211	6290
BSU09958	9	2	3	8	3	5
BSU09965	305	148	171	180	186	182
BSU09980	849	525	588	860	765	857
BSU09990	3016	1928	2046	3037	2796	2589
BSU10000	787	580	544	782	854	862
BSU10009	111	84	117	95	95	95
BSU10010	5949	5556	5990	5875	5953	6049
BSU10020	5913	3935	4269	6619	5715	4622
BSU10030	1215	1003	972	1216	1366	1449
BSU10040	630	531	550	643	499	393
BSU10050	1783	1513	1870	1523	1548	1247
BSU10060	1314	1251	1613	1301	1286	1070
BSU10070	2290	1725	1510	3123	2238	2188
BSU10080	109	76	137	58	76	59
BSU10090	62	51	34	55	27	38
BSU10100	2731	1937	1648	2912	3054	3001
BSU10110	742	499	651	661	542	455
BSU10120	998	733	1001	1263	1031	945
BSU10130	1266	813	970	1635	1235	1081
BSU10140	1557	1103	1099	1541	1225	1020
BSU10150	301	255	294	237	212	213
BSU10160	939	638	840	831	840	733
BSU10170	476	342	417	310	345	342
BSU10180	88	30	75	68	66	80
BSU10200	950	772	835	953	912	749
BSU10210	455	308	329	324	438	348
BSU10220	16559	9900	13518	11212	12855	10517
BSU10230	8	13	16	29	23	22
BSU10240	618	404	509	542	408	475
BSU10250	1122	792	943	840	967	673
BSU10260	1067	1013	991	1083	1020	891
BSU10270	276	245	217	312	277	215
BSU10280	25	38	29	42	45	37
BSU10290	214	178	269	255	238	186
BSU10300	327	231	223	309	310	307
BSU10310	245	220	246	255	251	205
BSU10320	1772	1596	1837	1502	1387	1187
BSU10330	16076	12258	12105	13651	11840	10377
BSU10340	3350	2505	2464	2665	2532	2080
BSU10350	5644	4375	4743	4535	4036	3141
BSU10360	7187	5781	6195	5312	5138	4054
BSU10370	1428	870	1104	1218	1199	801
BSU10380	5729	3526	3528	5512	6031	5280
BSU10390	77	86	108	71	74	70
BSU10400	96	84	73	102	74	94
BSU10410	882	370	385	1106	1152	1566
BSU10420	1478	886	845	1101	1516	1126
BSU10430	827	461	519	471	670	408
BSU10440	2640	2101	2251	2723	2842	2910
BSU10450	621	509	495	803	674	703
BSU10460	69	58	64	113	99	100
BSU10470	33	31	47	29	27	39
BSU10480	693	536	698	615	623	506
BSU10490	664	532	579	549	572	452
BSU10500	362	300	293	327	262	273
BSU10510	365	196	243	297	285	299
BSU10520	102	27	64	72	145	94
BSU10530	138	105	117	128	155	158
BSU10540	68	54	64	65	70	102
BSU10550	202	64	91	100	187	107
BSU10560	1834	581	728	1136	1681	1358
BSU10570	816	599	678	872	954	697
BSU10580	102	74	69	49	37	48
BSU10590	445	348	444	383	368	322
BSU10600	18	15	23	9	13	10
BSU10610	14	25	22	27	12	25
BSU10620	1588	1240	1413	1570	1695	1397
BSU10630	2737	2276	2435	2545	2336	2000
BSU10640	730	558	521	640	507	490
BSU10650	2761	1950	2237	2367	2026	1808
BSU10660	387	300	291	326	286	297
BSU10670	25	21	22	11	33	17
BSU10680	42	22	26	23	16	17
BSU10690	14	29	21	20	10	20
BSU10700	53	38	44	48	46	35
BSU10710	7	11	16	11	12	7
BSU10720	6	11	14	12	11	7
BSU10730	19	24	21	15	33	25
BSU10740	12	14	15	12	7	16
BSU10750	1109	675	724	1003	909	857
BSU10760	805	603	634	751	835	785
BSU10770	38517	26700	26530	32311	33620	27791
BSU10780	104	58	56	54	72	66
BSU10790	123	87	104	72	66	75
BSU10800	44	25	38	33	43	44
BSU10810	275	240	200	253	179	175
BSU10820	289	208	274	187	201	185
BSU10830	404	236	256	310	305	207
BSU10840	630	640	528	552	541	458
BSU10850	119	88	92	92	91	60
BSU10860	286	139	166	276	267	267
BSU10870	24	36	39	27	16	29
BSU10880	577	430	434	515	416	371
BSU10890	536	406	385	482	476	404
BSU10900	99	84	122	107	102	99
BSU10910	35	34	76	42	29	41
BSU10920	39	48	67	54	37	42
BSU10930	51	128	224	130	82	182
BSU10940	24	11	11	27	14	23
BSU10950	16	10	26	18	21	21
BSU10960	27	50	107	65	33	72
BSU10970	69	54	61	49	47	83
BSU10980	61	36	56	58	45	45
BSU10990	865	571	697	871	766	710
BSU11000	458	312	250	448	372	323
BSU11010	429	384	335	502	398	402
BSU_misc_RNA_12	1667	833	540	2366	1305	2227
BSU11020	1111	699	781	1309	1212	1048
BSU11030	1056	894	901	929	810	711
BSU11040	180	140	169	168	202	181
BSU11055	81	85	88	103	88	84
BSU11070	55	31	40	37	22	34
BSU11079	176	158	108	163	119	91
BSU11080	203	120	170	171	167	123
BSU11090	100	37	60	100	109	110
BSU11100	168	134	193	126	166	123
BSU11110	1232	970	943	1080	946	824
BSU11120	663	498	506	642	688	474
BSU11130	259	173	200	232	277	271
BSU11139	205	169	143	171	182	133
BSU11140	990	828	680	967	716	695
BSU11150	654	433	491	547	377	359
BSU11160	1419	1095	732	1314	1036	1151
BSU11170	1596	1242	1277	1335	1159	989
BSU11180	316	251	273	287	302	252
BSU11190	598	437	426	463	417	468
BSU11200	562	426	412	551	479	491
BSU11210	280	205	231	228	244	217
BSU11220	339	289	295	323	331	303
BSU11230	308	222	284	278	242	244
BSU11240	1176	886	1081	933	878	821
BSU11250	629	556	477	625	554	498
BSU11260	51	29	18	46	43	46
BSU11270	1233	297	394	1473	2122	2994
BSU11280	218	121	130	165	145	142
BSU11290	30	16	25	19	22	25
BSU11300	1780	1339	1372	1750	1742	1577
BSU11310	702	445	588	656	712	704
BSU11320	124	86	89	94	122	106
BSU11330	4865	3730	4755	2525	2362	2001
BSU11340	9039	6288	7304	5923	5747	5085
BSU11350	19	27	20	25	18	35
BSU11360	766	483	555	1210	870	815
BSU11370	1103	700	704	1579	1178	1076
BSU11390	1451	775	938	1160	1458	1114
BSU11400	1250	767	879	1225	1537	1154
BSU11410	93	75	80	96	118	90
BSU11420	2785	1835	1907	2635	2802	2317
BSU_misc_RNA_13	2656	2911	2409	1710	973	1458
BSU11430	13843	8626	10256	12523	13547	11542
BSU11440	1054	651	1008	907	968	791
BSU11450	1203	628	959	896	880	731
BSU11460	2085	1303	1585	1456	1650	1279
BSU11470	1849	1442	1614	1572	1864	1629
BSU11480	210	102	122	118	127	100
BSU11490	703	437	477	471	656	746
BSU11500	3029	2106	2426	4907	5038	5838
BSU11510	150	99	128	111	124	129
BSU11520	4823	3296	3336	4653	5343	4575
BSU11530	146	104	76	105	121	85
BSU11540	5050	3891	4021	4220	4291	3388
BSU11549	42	17	14	24	31	21
BSU11550	1738	1204	1141	1279	1430	1245
BSU11560	802	516	669	578	517	467
BSU11570	4602	3505	2623	5710	5595	6197
BSU11580	845	643	625	947	867	880
BSU11590	219	216	278	256	162	201
BSU11600	778	468	651	567	482	434
BSU11610	1180	713	668	774	764	529
BSU11620	1488	1220	1199	1306	1176	1011
BSU11630	243	155	135	200	204	166
BSU11640	867	475	646	627	722	618
BSU_misc_RNA_14	1968	1821	2391	2280	1708	2357
BSU11650	10166	7476	8289	8621	7281	6335
BSU11660	10736	7338	8193	8379	8108	6446
BSU11670	19023	15740	17720	13745	13100	10793
BSU11680	4774	3111	3531	3371	3551	2965
BSU11690	14759	12208	13806	11457	11171	9802
BSU11700	21797	19101	19970	17839	15135	13357
BSU11710	20810	17419	17789	17387	15814	14193
BSU11720	10658	8664	8137	8112	7483	7201
BSU11730	91	94	126	102	52	101
BSU11740	10	5	15	8	5	10
BSU11750	32	34	25	17	16	19
BSU11760	22	35	48	37	21	52
BSU11770	9	8	14	10	19	11
BSU11780	9	9	10	18	11	14
BSU11790	13	16	17	10	9	10
BSU11799	1	3	7	3	1	3
BSU11809	1	1	3	2	0	2
BSU11810	2	3	4	2	8	2
BSU11820	846	546	612	627	562	483
BSU11839	80	30	27	37	115	163
BSU11840	2183	1612	1524	1936	1974	1684
BSU11850	3024	2102	2261	2677	2562	1997
BSU11860	3422	2365	2626	3206	2676	1939
BSU_misc_RNA_15	553	764	990	2177	2203	3537
BSU11870	903	558	659	1024	913	702
BSU11880	1204	883	864	1183	1182	915
BSU11890	220	147	139	193	216	181
BSU11900	276	356	575	379	282	369
BSU_tRNA_83	3941	6895	9224	8641	2945	6708
BSU11910	5922	2760	3605	4393	7903	6382
BSU11920	3093	1334	1635	2789	2831	2754
BSU11928	22	10	6	17	15	12
BSU11929	49	29	42	24	25	20
BSU11930	115	78	91	96	77	65
BSU11940	633	137	328	471	1041	664
BSU11950	1061	390	593	869	1671	1561
BSU11960	22	24	21	22	34	36
BSU11970	292	103	203	182	386	320
BSU11980	778	496	588	661	984	785
BSU11990	75	48	55	65	92	76
BSU12000	145	127	137	139	128	121
BSU12010	28	40	59	29	26	27
BSU12020	28	45	50	28	11	44
BSU12030	896	534	671	762	740	752
BSU12040	915	583	657	621	773	677
BSU12050	70	44	73	35	44	36
BSU12060	426	320	326	455	442	481
BSU12069	270	161	157	331	304	341
BSU12070	160	70	76	172	193	156
BSU12080	413	293	228	797	422	559
BSU12090	13	10	18	10	14	17
BSU12100	816	653	693	836	1176	1333
BSU12110	583	404	465	547	645	615
BSU12120	2393	1752	1335	3288	3136	4116
BSU12130	47	29	64	30	37	34
BSU12140	225	182	182	183	139	159
BSU12150	9	16	15	17	10	17
BSU12160	53	57	70	46	43	115
BSU12170	16	12	14	17	11	16
BSU12180	226	146	147	172	288	253
BSU12190	138	114	184	157	107	179
BSU12200	143	81	88	150	143	144
BSU12210	315	285	252	263	254	254
BSU12220	413	383	341	374	376	364
BSU12229	158	96	155	138	125	117
BSU12230	803	690	679	599	523	491
BSU12240	364	251	344	312	269	266
BSU12250	248	245	260	279	228	197
BSU12260	1082	923	784	1000	951	904
BSU12270	95	72	67	98	76	98
BSU12280	6333	3571	4557	5774	7946	5957
BSU12290	22309	14608	17327	22042	26685	21015
BSU12300	14	25	28	39	27	29
BSU12310	40	45	49	57	19	58
BSU12320	29	62	101	59	30	73
BSU12330	7	31	26	23	7	19
BSU12340	54	41	71	79	57	79
BSU12350	13	20	36	19	26	20
BSU12360	45	68	73	52	41	52
BSU12370	914	689	763	701	636	625
BSU12380	32	38	61	49	63	36
BSU12390	100	86	65	62	62	101
BSU12400	404	290	295	306	283	234
BSU12410	1430	746	713	1384	1587	1521
BSU12420	1443	848	1037	1134	1179	848
BSU12430	9538	5521	6674	8238	9879	8893
BSU12440	842	618	737	724	833	806
BSU12450	295	197	158	233	242	262
BSU12460	411	353	369	411	317	344
BSU12470	430	385	362	469	523	514
BSU12480	499	448	359	534	388	402
BSU12490	687	510	443	666	415	432
BSU12500	186	108	106	158	146	153
BSU12510	575	318	390	542	531	440
BSU12519	7	7	9	14	8	15
BSU12520	54	43	42	71	61	48
BSU12530	65	70	74	92	74	76
BSU12539	10	10	7	23	15	11
BSU12540	23	14	34	31	23	17
BSU12550	12	43	13	30	21	22
BSU12560	30	21	22	44	26	19
BSU12570	345	240	329	352	270	241
BSU12580	537	462	594	455	395	398
BSU12590	475	370	546	534	435	434
BSU12600	487	364	482	551	402	406
